,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
13,14,172.31.66.5-172.31.0.2-61400-53-17,172.31.66.5,61400,172.31.0.2,53,17,2018-03-02 12:53:43.395077,517,1,1,32,48,32,32,32.0,0.0,48,48,48.0,0.0,154738.87814313348,3868.471953578337,517.0,0.0,517,517,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1934.2359767891685,1934.2359767891685,32,48,40.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,40.0,32.0,48.0,0,0,0,0,0,0,0,16,0,24,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
14,15,172.31.66.5-13.89.187.212-49671-443-6,172.31.66.5,49671,13.89.187.212,443,6,2018-03-02 12:56:40.187030,60029916,3,1,73,125,73,0,24.333333333333336,42.14656965084268,125,125,125.0,0.0,3.298355439977627,0.0666334432318712,20009972.0,34577351.87210642,59936451,25088,60029916,30014958.0,42315381.20705163,59936451,93465,0,0.0,0.0,0,0,1,1,0,0,0,0,60,20,0.0499750824239034,0.0166583608079678,0,125,49.5,60.97267147392073,3717.6666666666665,0,0,0,2,4,0,0,0,0.3333333333333333,49.5,24.33333333333333,125.0,0,0,0,0,0,0,0,18,0,31,255,6974,1,20,0.0,0.0,0,0,59936451.0,0.0,59936451,59936451,-1,-1,598674141,BENIGN,-1
15,16,172.31.66.5-52.179.17.38-123-123-17,172.31.66.5,123,52.179.17.38,123,17,2018-03-02 12:56:17.937595,64032760,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.9984651606458947,0.0624680241801228,21344253.333333336,36937295.211218126,63995768,18492,64014260,64014260.0,0.0,64014260,64014260,64014268,64014268.0,0.0,64014268,64014268,0,0,0,0,0,0,16,16,0.0312340120900614,0.0312340120900614,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,18492.0,0.0,18492,18492,63995768.0,0.0,63995768,63995768,-1,-1,0,BENIGN,-1
16,17,172.31.66.5-13.89.187.212-49671-443-6,172.31.66.5,49671,13.89.187.212,443,6,2018-03-02 12:58:40.249325,60090020,4,2,146,250,73,0,36.5,42.14656965084268,125,125,125.0,0.0,6.590112634344272,0.0998501914294586,12018004.0,26787324.27140628,59936623,25791,60090020,20030006.666666664,34560143.53943893,59936623,75657,60008933,60008933.0,0.0,60008933,60008933,2,2,0,0,0,0,80,40,0.0665667942863057,0.0332833971431528,0,125,66.0,56.16404543834072,3154.4,0,0,0,4,6,0,0,0,0.5,66.0,36.5,125.0,0,0,0,0,0,0,0,24,0,41,254,6828,1,20,75657.0,0.0,75657,75657,59936623.0,0.0,59936623,59936623,-1,-1,718796540,BENIGN,-1
17,18,172.31.66.5-52.179.17.38-123-123-17,172.31.66.5,123,52.179.17.38,123,17,2018-03-02 12:59:29.949043,18693,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5135.612261274274,106.99192210988068,18693.0,0.0,18693,18693,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,53.495961054940345,53.495961054940345,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
18,19,172.31.66.5-13.89.187.212-49671-443-6,172.31.66.5,49671,13.89.187.212,443,6,2018-03-02 13:00:40.369641,119887634,6,3,219,375,73,0,36.5,39.98374669787713,125,125,125.0,0.0,4.954639441795973,0.0750702945726662,14985954.25,27674714.089637056,60052536,26794,119887634,23977526.8,32723307.4871391,60052536,75757,119801900,59900950.0,321841.0656706195,60128526,59673374,3,3,0,0,0,0,120,60,0.0500468630484441,0.025023431524222,0,125,66.0,54.38060315958256,2957.25,0,0,0,6,9,0,0,0,0.5,66.0,36.5,125.0,0,0,0,0,0,0,0,24,0,41,253,8119,2,20,76763.5,1423.4059505285202,77770,75757,59823675.5,323657.62299148773,60052536,59594815,-1,-1,898714470,BENIGN,-1
19,20,172.31.66.5-52.179.17.38-123-123-17,172.31.66.5,123,52.179.17.38,123,17,2018-03-02 13:01:37.961890,18697,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5134.513558324866,106.96903246510136,18697.0,0.0,18697,18697,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,53.48451623255068,53.48451623255068,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
20,21,172.31.66.5-13.89.187.212-49671-443-6,172.31.66.5,49671,13.89.187.212,443,6,2018-03-02 13:03:40.178113,60092185,4,2,146,250,73,0,36.5,42.14656965084268,125,125,125.0,0.0,6.589875205902398,0.0998465940288242,12018437.0,26786958.510322016,59936402,29212,60092185,20030728.333333336,34559327.15048128,59936402,77858,60014166,60014166.0,0.0,60014166,60014166,2,2,0,0,0,0,80,40,0.0665643960192161,0.033282198009608,0,125,66.0,56.16404543834072,3154.4,0,0,0,4,6,0,0,0,0.5,66.0,36.5,125.0,0,0,0,0,0,0,0,24,0,41,258,7973,1,20,77858.0,0.0,77858,77858,59936402.0,0.0,59936402,59936402,-1,-1,1018727493,BENIGN,-1
21,22,172.31.66.5-13.89.187.212-49671-443-6,172.31.66.5,49671,13.89.187.212,443,6,2018-03-02 13:05:40.206679,60092276,4,2,146,250,73,0,36.5,42.14656965084268,125,125,125.0,0.0,6.589865226605829,0.099846442827361,12018455.2,26786932.987180144,59936374,28459,60092276,20030758.666666664,34559276.632316545,59936374,77949,60014213,60014213.0,0.0,60014213,60014213,2,2,0,0,0,0,80,40,0.0665642952182407,0.0332821476091203,0,125,66.0,56.16404543834072,3154.4,0,0,0,4,6,0,0,0,0.5,66.0,36.5,125.0,0,0,0,0,0,0,0,24,0,41,257,7827,1,20,77953.0,0.0,77953,77953,59936374.0,0.0,59936374,59936374,-1,-1,1138756150,BENIGN,-1
22,23,172.31.66.5-209.85.203.95-49817-443-6,172.31.66.5,49817,209.85.203.95,443,6,2018-03-02 13:04:55.271474,118074060,13,11,597,2891,197,0,45.92307692307692,68.9486059062129,1430,0,262.8181818181818,482.9771874906346,29.54078143836165,0.2032622576034058,5133654.782608695,16827295.574769493,58889507,6,118074060,9839505.0,22711366.81571472,58889507,158,117918272,11791827.2,24666376.8846012,59045804,14,6,6,0,0,0,0,272,232,0.1101003895351781,0.0931618680682276,0,1430,145.33333333333334,340.7164659140024,116087.71014492752,0,2,0,12,23,0,1,1,0.8461538461538461,145.33333333333334,45.92307692307692,262.8181818181818,0,0,0,0,0,0,0,24,0,120,8192,176,6,20,499116.5,485235.76513330097,842230,156003,58459866.0,607604.129151539,58889507,58030225,-1,-1,118074060,BENIGN,-1
23,24,172.31.66.5-104.27.181.197-49815-443-6,172.31.66.5,49815,104.27.181.197,443,6,2018-03-02 13:04:55.071745,117180052,17,17,874,5376,281,0,51.41176470588236,85.48761520209332,1460,0,316.2352941176472,554.3260017142175,53.3367232163372,0.2901517742968743,3550910.6666666665,14064715.35131288,58202172,1,117180052,7323753.25,19812512.03972221,58202172,84,117102257,7318891.0625,19844679.00465245,58278956,1,7,9,0,0,0,0,352,352,0.1450758871484371,0.1450758871484371,0,1460,183.8235294117647,413.0259710513655,170590.45276292335,0,2,0,16,33,0,1,1,1.0,183.8235294117647,51.41176470588236,316.2352941176471,0,0,0,4468,4,44680000,0,25,0,158,8192,32,7,20,473957.0,560198.2763272304,870077,77837,58077109.0,176865.79075106638,58202172,57952046,-1,-1,117180052,BENIGN,-1
24,25,172.31.66.5-172.217.7.206-49829-443-6,172.31.66.5,49829,172.217.7.206,443,6,2018-03-02 13:04:55.895166,117356611,16,17,1099,3843,452,0,68.68749999999999,120.27397543386792,1430,0,226.0588235294117,463.05446096925726,42.11096382120305,0.2811942141035412,3667394.09375,14361025.310959574,58851476,1,117356611,7823774.066666666,20548946.020927187,58902384,180,117294450,7330903.125,19954110.6683867,58862776,1,8,9,0,0,0,0,332,352,0.1363365886562624,0.1448576254472788,0,1430,149.75757575757575,346.9432617791263,120369.62689393938,0,2,0,17,32,0,1,1,1.0625,149.75757575757575,68.6875,226.05882352941177,0,0,0,0,0,0,0,33,0,116,8192,180,8,20,237576.0,247839.5125923225,412825,62327,58409581.0,624933.9021448588,58851476,57967686,-1,-1,117356611,BENIGN,-1
25,26,172.31.66.5-104.16.86.20-49818-443-6,172.31.66.5,49818,104.16.86.20,443,6,2018-03-02 13:04:55.280221,116971595,13,12,593,3912,193,0,45.615384615384606,68.22333234988653,1460,0,326.00000000000006,551.9481200916689,38.51362375626322,0.2137271018660556,4873816.458333333,16439638.437476136,58545948,0,116971595,9747632.916666666,22655379.845063675,58545948,254,116893849,10626713.545454549,23572746.39122172,58578373,0,6,6,0,0,0,0,272,252,0.1111380929703489,0.1025890088957067,0,1460,180.20000000000005,402.9851113875053,162397.00000000003,0,2,0,12,24,0,1,1,0.9230769230769232,180.2,45.61538461538461,326.0,0,0,0,0,0,0,0,23,0,156,8192,31,6,20,197817.0,169756.53917301685,317853,77781,58249029.5,419906.16961947584,58545948,57952111,-1,-1,116971595,BENIGN,-1
26,27,172.31.66.5-216.58.198.67-49823-443-6,172.31.66.5,49823,216.58.198.67,443,6,2018-03-02 13:04:55.593542,117752010,13,12,594,4601,194,0,45.692307692307686,68.40368486100806,1430,0,383.4166666666666,602.9742129769328,44.11814286652092,0.2123106008975982,4906333.75,16502291.549457414,58889525,6,117752010,9812667.499999998,22742032.81475256,58889525,196,117596865,10690624.09090909,23692901.664424576,59045573,18,6,6,0,0,0,0,272,252,0.1104015124667511,0.1019090884308471,0,1430,207.8,445.6842118211803,198634.41666666672,0,2,0,12,24,0,1,1,0.9230769230769232,207.8,45.69230769230769,383.4166666666667,0,0,0,0,0,0,0,23,0,184,8192,176,6,20,313645.5,223056.1270185152,471370,155921,58484333.0,573028.0217650791,58889525,58079141,-1,-1,117752010,BENIGN,-1
27,28,172.31.66.5-104.31.85.81-49820-443-6,172.31.66.5,49820,104.31.85.81,443,6,2018-03-02 13:04:55.290047,116961771,14,13,589,4924,189,0,42.07142857142857,65.98072479107852,1460,0,378.7692307692308,620.1014908660993,47.135059198103285,0.2308446577813873,4498529.653846154,15823972.582943557,58545985,1,116961771,8997059.307692308,21859025.71973093,58545985,34,116884038,9740336.5,22684332.24045497,58577835,1,6,6,0,0,0,0,292,272,0.1196972299607194,0.111147427820668,0,1460,204.18518518518525,457.2102728704088,209041.23361823367,0,2,0,12,26,0,1,1,0.9285714285714286,204.1851851851852,42.07142857142857,378.7692307692308,0,0,0,4467,4,85903846,0,21,0,182,8192,31,6,20,192896.0,162836.7922123253,308039,77753,58249055.0,419922.4330754431,58545985,57952125,-1,-1,116961771,BENIGN,-1
28,29,172.31.66.5-104.16.86.20-49825-443-6,172.31.66.5,49825,104.16.86.20,443,6,2018-03-02 13:04:55.603851,116647961,13,12,593,3912,193,0,45.615384615384606,68.22333234988653,1460,0,326.00000000000006,551.9481200916689,38.62047790102392,0.2143200771421971,4860331.708333334,16419606.06223096,58389771,5,116647961,9720663.416666668,22631314.07026156,58389771,135,116570278,10597298.0,23550269.21031353,58429970,18,6,6,0,0,0,0,272,252,0.1114464401139425,0.1028736370282546,0,1460,180.20000000000005,402.9851113875053,162397.00000000003,0,2,0,12,24,0,1,1,0.9230769230769232,180.2,45.61538461538461,326.0,0,0,0,0,0,0,0,23,0,156,8192,31,6,20,114102.5,51427.16908891642,150467,77738,58170955.5,309451.84775745,58389771,57952140,-1,-1,116647961,BENIGN,-1
29,30,172.31.66.5-52.179.17.38-123-123-17,172.31.66.5,123,52.179.17.38,123,17,2018-03-02 13:03:45.974772,18488,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5192.557334487235,108.1782778018174,18488.0,0.0,18488,18488,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,54.08913890090869,54.08913890090869,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
30,31,172.31.66.5-13.89.187.212-49671-443-6,172.31.66.5,49671,13.89.187.212,443,6,2018-03-02 13:07:40.235371,60107820,4,2,146,250,73,0,36.5,42.14656965084268,125,125,125.0,0.0,6.588161074549036,0.099820622341652,12021564.0,26793932.757929567,59952005,29149,60107820,20035940.0,34568326.309114374,59952005,77892,60029349,60029349.0,0.0,60029349,60029349,2,2,0,0,0,0,80,40,0.0665470815611013,0.0332735407805506,0,125,66.0,56.16404543834072,3154.4,0,0,0,4,6,0,0,0,0.5,66.0,36.5,125.0,0,0,0,0,0,0,0,24,0,41,256,7681,1,20,77892.0,0.0,77892,77892,59952005.0,0.0,59952005,59952005,-1,-1,1258800386,BENIGN,-1
31,32,172.31.66.5-13.89.187.212-49671-443-6,172.31.66.5,49671,13.89.187.212,443,6,2018-03-02 13:09:40.280903,60090942,4,2,146,250,73,0,36.5,42.14656965084268,125,125,125.0,0.0,6.590011519539834,0.0998486593869671,12018188.4,26787126.51581189,59936454,27532,60090942,20030314.0,34559731.012830466,59936454,76608,60011074,60011074.0,0.0,60011074,60011074,2,2,0,0,0,0,80,40,0.0665657729246447,0.0332828864623223,0,125,66.0,56.16404543834072,3154.4,0,0,0,4,6,0,0,0,0.5,66.0,36.5,125.0,0,0,0,0,0,0,0,24,0,41,255,7535,1,20,76608.0,0.0,76608,76608,59936454.0,0.0,59936454,59936454,-1,-1,1378829040,BENIGN,-1
32,33,172.31.66.5-216.58.198.74-49856-443-6,172.31.66.5,49856,216.58.198.74,443,6,2018-03-02 13:09:19.087267,118236887,16,16,1253,5694,603,0,78.3125,153.8114511341727,1430,0,355.875,530.6648502900238,58.75492983843528,0.2706431200273397,3814093.1290322575,14621986.696474236,58905329,0,118236887,7882459.133333334,20613656.91984263,58905329,37,118079674,7871978.266666667,20641503.675681703,59060276,0,8,10,0,0,0,0,332,332,0.1353215600136698,0.1353215600136698,0,1430,217.09375,409.3769742626613,167589.50705645158,0,2,0,18,31,0,1,1,1.0,217.09375,78.3125,355.875,0,0,0,2840,5,2201550,0,39,0,177,8192,181,8,20,454163.5,421457.5618973991,752179,156148,58586337.0,451122.8126885183,58905329,58267345,-1,-1,118236887,BENIGN,-1
